MODEL, CONNECTOR, FORM, MATCH, SCANNED, SIZE, MAKER
0546FF, UNKNOWN, RECTANGLE, false, false, , 
0554463001A, UNKNOWN, UNKNOWN, false, true, , Netapp
0579TY, UNKNOWN, UNKNOWN, false, true, , Dell
05PD40, UNKNOWN, UNKNOWN, false, true, , Dell
05R9DD, UNKNOWN, UNKNOWN, false, false, , 
05TFCY, CUSTOM, CUSTOM, false, true, , Dell
05VC2M, UNKNOWN, UNKNOWN, false, true, , Dell
05Y4YV, CUSTOM, CUSTOM, false, true, , Dell
061384, UNKNOWN, UNKNOWN, false, true, , Bose
062MJV, UNKNOWN, RECTANGLE, false, false, , 
062VNH, UNKNOWN, UNKNOWN, false, false, , 
063K70, UNKNOWN, UNKNOWN, false, false, , 
06410171, UNKNOWN, UNKNOWN, false, true, , Toshiba
0643970, UNKNOWN, UNKNOWN, false, true, , Fujitsu
0644550, UNKNOWN, UNKNOWN, false, false, , 
0644670, UNKNOWN, UNKNOWN, false, false, , 
06TY, UNKNOWN, UNKNOWN, false, true, , Hp
06TYC2, UNKNOWN, UNKNOWN, false, true, , Dell
06YV0V, CUSTOM, CUSTOM, false, true, , Dell
071JF4, CUSTOM, FAT, false, true, , Dell
074XCR, CUSTOM, CUSTOM, false, true, , Dell
075WY2, UNKNOWN, UNKNOWN, false, false, , 
076, CUSTOM, CUSTOM, false, false, , 
076_7986127, UNKNOWN, UNKNOWN, false, true, , Acer
079VRK, CUSTOM, CUSTOM, false, false, , 
07CJRC, UNKNOWN, UNKNOWN, false, true, , Dell
07FHHV, CUSTOM, CUSTOM, false, false, , 
07G016000520, UNKNOWN, UNKNOWN, false, false, , 
07G016000530, CUSTOM, CUSTOM, false, false, , 
07G016003555, UNKNOWN, UNKNOWN, false, true, , Asus
07G016005058, UNKNOWN, UNKNOWN, false, true, , Asus
07G0162B1875, UNKNOWN, UNKNOWN, false, false, , 
07G016301875, UNKNOWN, UNKNOWN, false, false, , 
07G016401875, CUSTOM, CUSTOM, false, false, , 
07G0164J1875, CUSTOM, CUSTOM, false, true, , Asus
07G016541875, UNKNOWN, UNKNOWN, false, false, , 
07G0165D1875, UNKNOWN, UNKNOWN, false, true, , Asus
07G016761875, CUSTOM, CUSTOM, false, false, , 
07G0167D1875, UNKNOWN, UNKNOWN, false, true, , Asus
07G016951875, UNKNOWN, UNKNOWN, false, true, , Asus
07G0169K1875, UNKNOWN, UNKNOWN, false, true, , Asus
07G016BV1875, UNKNOWN, UNKNOWN, false, false, , 
07G016BW1875, UNKNOWN, UNKNOWN, false, true, , Asus
07G016CB1875, CUSTOM, CUSTOM, false, false, , 
07G016CH1875, UNKNOWN, RECTANGLE, false, true, , Asus
07G016CS1875, CUSTOM, CUSTOM, false, false, , 
07G016DH1875, UNKNOWN, UNKNOWN, false, false, , 
07G016EK1875, CUSTOM, CUSTOM, false, true, , Asus
07G016F01875, UNKNOWN, RECTANGLE, false, true, , Asus
07G016FM1875, CUSTOM, CUSTOM, false, false, , 
07G016G41875, UNKNOWN, RECTANGLE, false, true, 50.0 x 22.0 x 0.0, Asus
07G016H31875, CUSTOM, CUSTOM, false, true, , Asus
07G016HF1875, UNKNOWN, UNKNOWN, false, false, , 
07G016HY1875, UNKNOWN, UNKNOWN, false, false, , 
07G016J21875, UNKNOWN, UNKNOWN, false, true, , Asus
07G016JD1865, UNKNOWN, UNKNOWN, false, true, , Asus
07G016JD1875, CUSTOM, CUSTOM, false, true, , Asus
07G016JG1875, UNKNOWN, UNKNOWN, false, true, , Asus
07G016NP1865, CUSTOM, CUSTOM, false, true, , Asus
07G031000900, CUSTOM, UNKNOWN, false, true, , Asus
07G031001100, UNKNOWN, UNKNOWN, false, false, , 
07G031001700, UNKNOWN, UNKNOWN, false, true, , Asus
07G031001800, UNKNOWN, UNKNOWN, false, true, , Asus
07G031002901, CUSTOM, CUSTOM, false, true, , Asus
07G07, CUSTOM, FAT, false, false, , 
07KJTH, UNKNOWN, UNKNOWN, false, true, , Dell
07PWXV, UNKNOWN, UNKNOWN, false, true, , Dell
07VKV9, CUSTOM, CUSTOM, false, false, , 
0813002, UNKNOWN, UNKNOWN, false, false, , 
0813004, CUSTOM, CUSTOM, false, true, , Lenovo
0813006, OTHER, RECTANGLE, false, true, , Lenovo
0813007, CUSTOM, CUSTOM, false, true, , Lenovo
0813008, UNKNOWN, UNKNOWN, false, true, , Lenovo
0813009, UNKNOWN, UNKNOWN, false, true, , Lenovo
08B8178, UNKNOWN, UNKNOWN, false, true, , Ibm
08K84V, UNKNOWN, UNKNOWN, false, true, , Dell
08NFC7, UNKNOWN, UNKNOWN, false, true, , Dell
08P6X6, CUSTOM, CUSTOM, false, false, , 
08WP5J, UNKNOWN, UNKNOWN, false, true, , Dell
08X70T, CUSTOM, CUSTOM, false, false, , 
092YR1, UNKNOWN, UNKNOWN, false, true, , Dell
09KH5H, PIN_8, CUSTOM, false, false, , 
09NTKM, UNKNOWN, UNKNOWN, false, true, , Dell
09P402, CUSTOM, CUSTOM, false, false, , 
0A03, CUSTOM, CUSTOM, false, false, , 
0A36278, CUSTOM, RECTANGLE, false, false, , 
0A36279, UNKNOWN, UNKNOWN, false, true, , Lenovo
0A36285, CUSTOM, CUSTOM, false, true, , Lenovo
0A36285_0A36285, CUSTOM, CUSTOM, false, false, , 
0A36287, UNKNOWN, UNKNOWN, false, true, , Lenovo
0A36302, CUSTOM, CUSTOM, false, true, , Lenovo
0A36303, PIN_4, RECTANGLE, false, true, , Lenovo
0A36311, CUSTOM, CUSTOM, false, true, , Lenovo
0A36316, CUSTOM, CUSTOM, false, true, , Lenovo
0A36317, UNKNOWN, UNKNOWN, false, false, , 
0AO4, UNKNOWN, UNKNOWN, false, true, , Hp
0B110, CUSTOM, CUSTOM, false, false, , 
0B11000050800, UNKNOWN, UNKNOWN, false, true, , Asus
0B11000350100, CUSTOM, CUSTOM, false, true, , Asus
0B110_00060000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00070000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00080000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00090000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00140000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00180200, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00200000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00210000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00220000, CUSTOM, CUSTOM, false, false, , 
0B110_00230100M, UNKNOWN, UNKNOWN, false, false, , 
0B110_00240100E, CUSTOM, CUSTOM, false, false, , 
0B110_00250000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00260000, CUSTOM, CUSTOM, false, true, , Asus
0B110_00270000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00280000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00300000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00340000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00350000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00360000, CUSTOM, CUSTOM, false, false, , 
0B110_00370000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00380000, CUSTOM, CUSTOM, false, true, , Asus
0B110_00390000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00420000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00440000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00460000, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00470000, CUSTOM, CUSTOM, false, true, , Asus
0B110_00480000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00480100, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00490000, UNKNOWN, UNKNOWN, false, false, , 
0B110_00500100, UNKNOWN, UNKNOWN, false, true, , Asus
0B110_00550100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200, CUSTOM, CUSTOM, false, false, , 
0B20000810000, UNKNOWN, UNKNOWN, false, true, , Asus
0B20001930000, CUSTOM, CUSTOM, false, true, , Asus
0B20003020000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00020000, CUSTOM, CUSTOM, false, true, , Asus
0B200_00070200, CUSTOM, CUSTOM, false, false, , 
0B200_00160000, CUSTOM, UNKNOWN, false, true, , Asus
0B200_00170000M, CUSTOM, CUSTOM, false, true, , Asus
0B200_00220000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00310200, UNKNOWN, UNKNOWN, false, false, , 
0B200_00320300M, CUSTOM, CUSTOM, false, true, , Asus
0B200_00350200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00400000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00420000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00430100M, PIN_8, CUSTOM, false, true, , Asus
0B200_00470000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00480000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00510000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00530000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00530100, UNKNOWN, UNKNOWN, false, false, , 
0B200_00540000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00560000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00570100, OTHER, UNKNOWN, false, true, , Asus
0B200_00570200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00580000, OTHER, UNKNOWN, false, true, , Asus
0B200_00600000, OTHER, UNKNOWN, false, true, , Asus
0B200_00600100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00600200, UNKNOWN, UNKNOWN, false, false, , 
0B200_00610000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00620000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00700000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00710000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00720100, UNKNOWN, UNKNOWN, false, false, , 
0B200_00730200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00790000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00810000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00850000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_00860000, OTHER, UNKNOWN, false, true, , Asus
0B200_00860300, UNKNOWN, UNKNOWN, false, false, , 
0B200_00900000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00920100, CUSTOM, CUSTOM, false, true, , Asus
0B200_00930000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00970000, UNKNOWN, UNKNOWN, false, false, , 
0B200_00980000, CUSTOM, CUSTOM, false, false, , 
0B200_00990000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01000000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01010000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01020000, CUSTOM, CUSTOM, false, false, , 
0B200_01040000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01050000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01060000, CUSTOM, UNKNOWN, false, true, , Asus
0B200_01110000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01120000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01130000, CUSTOM, UNKNOWN, false, true, , Asus
0B200_01180000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01180200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01220000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01250000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01250100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01250200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01250300, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01290000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01300100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01360100, UNKNOWN, UNKNOWN, false, false, , 
0B200_01390000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01400100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01400200, UNKNOWN, UNKNOWN, false, false, , 
0B200_01400600, UNKNOWN, UNKNOWN, false, false, , 
0B200_01430600, UNKNOWN, UNKNOWN, false, false, , 
0B200_01450000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01460000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01490000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01510100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01520000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01550000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01580000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01580100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01600000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01630100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01660000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01670100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01690000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01710100, UNKNOWN, CUSTOM, false, true, , Asus
0B200_01730000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01740000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01750000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_0178000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01790000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01800000, CUSTOM, CUSTOM, false, true, , Asus
0B200_01840000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01850000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01870000, CUSTOM, CUSTOM, false, false, , 
0B200_01880000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01930000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_0194000, UNKNOWN, UNKNOWN, false, false, , 
0B200_01940000, UNKNOWN, RECTANGLE, false, false, , 
0B200_01960000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01970000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_01990000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02010100, UNKNOWN, UNKNOWN, false, false, , 
0B200_02020000, CUSTOM, CUSTOM, false, false, , 
0B200_02030000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02040000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02060000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02070000, CUSTOM, CUSTOM, false, true, , Asus
0B200_02080000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02090000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02090100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02100100, UNKNOWN, UNKNOWN, false, false, , 
0B200_02110000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02110100, UNKNOWN, UNKNOWN, false, false, , 
0B200_02120000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02210000, UNKNOWN, CUSTOM, false, true, , Asus
0B200_02230000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02280000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02350100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02370000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02380000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02380100, UNKNOWN, UNKNOWN, false, false, , 
0B200_02390000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02400000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02410000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02420000, UNKNOWN, CUSTOM, false, true, , Asus
0B200_02420200, UNKNOWN, CUSTOM, false, true, , Asus
0B200_02440100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02460000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02470000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02470100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02490000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02500000, CUSTOM, CUSTOM, false, true, , Asus
0B200_02510200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02520000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02520100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02540000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02550000, CUSTOM, CUSTOM, false, true, , Asus
0B200_02560100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02580000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02590000, CUSTOM, CUSTOM, false, true, , Asus
0B200_02630000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02640000, UNKNOWN, CUSTOM, false, true, , Asus
0B200_02650000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02650100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02660000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02710000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02720000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02730000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02730100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02750000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02760000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02760400, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02770000, UNKNOWN, UNKNOWN, false, false, , 
0B200_02810000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02820000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02830100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02850000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02900000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02920000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02930200, UNKNOWN, UNKNOWN, false, false, , 
0B200_02940000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02960000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02960500, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02970000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_02980100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03020000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03040000, UNKNOWN, UNKNOWN, false, false, , 
0B200_03070000, CUSTOM, CUSTOM, false, true, , Asus
0B200_03070100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03080000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03120100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03140100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03150000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03160000, UNKNOWN, UNKNOWN, false, false, , 
0B200_03210100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03220000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03250000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03290000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03330, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03330200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03350600, UNKNOWN, UNKNOWN, false, false, , 
0B200_03360200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03370000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03380100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03400200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03420200, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03430000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03440000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03460100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03520000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03550000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03560000, UNKNOWN, CUSTOM, false, true, , Asus
0B200_03560100, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03660000, UNKNOWN, UNKNOWN, false, true, , Asus
0B200_03670000, UNKNOWN, UNKNOWN, false, true, , Asus
0B20_00ES000, CUSTOM, CUSTOM, false, true, , Benq
0B20_01D1000M, CUSTOM, CUSTOM, false, true, , Medion
0B23_00290J4, PIN_5, FAT, false, true, , Asus
0B23_00D8000, UNKNOWN, UNKNOWN, false, true, , Medion
0B23_00E00RV, UNKNOWN, UNKNOWN, false, true, , Microsoft
0B23_00SK0RV, UNKNOWN, UNKNOWN, false, true, , Other
0B23_011F0RV, PIN_12, SQUARE, false, true, , Acer
0B23_011N0RV, PIN_12, SQUARE, false, true, , Acer
0B23_018X000, MAYBE_PM, SQUARE, false, true, , Medion
0B23_01Q9000M, PIN_7, RECTANGLE, false, true, , Medion
0C668F, CUSTOM, CUSTOM, false, false, , 
0C852J, UNKNOWN, UNKNOWN, false, true, , Dell
0CGMN2, CUSTOM, CUSTOM, false, true, , Dell
0D06XL, CUSTOM, RECTANGLE, false, false, , 
0D47W, CUSTOM, CUSTOM, false, true, , Dell
0D668J, UNKNOWN, UNKNOWN, false, true, , Dell
0DGGGT, UNKNOWN, CUSTOM, false, true, , Dell
0DMF8C, CUSTOM, CUSTOM, false, true, , Dell
0DRRP, PIN_8, RECTANGLE, false, false, , 
0DWD6, UNKNOWN, UNKNOWN, false, true, , Dell
0F116N, UNKNOWN, UNKNOWN, false, true, , Dell
0F1KTM, CUSTOM, RECTANGLE, false, false, , 
0F286H, CUSTOM, CUSTOM, false, true, , Dell
0F3YGT, CUSTOM, CUSTOM, false, true, , Dell
0F7W7V, UNKNOWN, UNKNOWN, false, false, , 
0FNY7, UNKNOWN, UNKNOWN, false, false, , 
0FRVYX, CUSTOM, CUSTOM, false, true, , Dell
0G05H0, CUSTOM, CUSTOM, false, true, , Dell
0G4YJM, UNKNOWN, UNKNOWN, false, false, , 
0G74G, CUSTOM, UNKNOWN, false, true, , Dell
0GD787, UNKNOWN, UNKNOWN, false, true, , Dell
0GFKG3, PIN_8, RECTANGLE, false, false, , 
0GW252, CUSTOM, CUSTOM, false, false, , 
0H754V, OTHER, RECTANGLE, false, true, , Dell
0HG307, UNKNOWN, UNKNOWN, false, false, , 
0HH8J0, UNKNOWN, UNKNOWN, false, true, , Dell
0HTR7, UNKNOWN, UNKNOWN, false, true, , Dell
0HW355, UNKNOWN, UNKNOWN, false, true, , Dell
0JJRRD, UNKNOWN, UNKNOWN, false, true, , Dell
0JV6J, CUSTOM, CUSTOM, false, true, , Dell
0K630, CUSTOM, CUSTOM, false, true, , Dell
0K738H, UNKNOWN, UNKNOWN, false, true, , Dell
0K875K, UNKNOWN, UNKNOWN, false, true, , Dell
0M03XL, CUSTOM, CUSTOM, false, false, , 
0M4RNN, CUSTOM, CUSTOM, false, true, , Dell
0M787, CUSTOM, CUSTOM, false, true, , Dell
0M905P, UNKNOWN, UNKNOWN, false, false, , 
0MF69, CUSTOM, FAT, false, false, , 
0MG2YH, CUSTOM, CUSTOM, false, true, , Dell
0MWCX, CUSTOM, CUSTOM, false, false, , 
0NCC3D, UNKNOWN, UNKNOWN, false, true, , Dell
0NU209, UNKNOWN, UNKNOWN, false, false, , 
0P75V7, CUSTOM, CUSTOM, false, true, , Dell
0PD19, CUSTOM, CUSTOM, false, true, , Dell
0PGYK5, CUSTOM, CUSTOM, false, true, , Dell
0PXR51, CUSTOM, CUSTOM, false, false, , 
0RG049, UNKNOWN, UNKNOWN, false, true, , Dell
0RY3F9, CUSTOM, CUSTOM, false, false, , 
0T8NH4, CUSTOM, CUSTOM, false, true, , Dell
0TMFYT, UNKNOWN, UNKNOWN, false, false, , 
0TN1K5, UNKNOWN, UNKNOWN, false, false, , 
0TRJDK, UNKNOWN, UNKNOWN, false, true, , Dell
0V0XTF, CUSTOM, CUSTOM, false, false, , 
0VH748, CUSTOM, CUSTOM, false, false, , 
0VHR5P, CUSTOM, CUSTOM, false, false, , 
0VT26R, CUSTOM, CUSTOM, false, true, , Dell
0W62W6, UNKNOWN, UNKNOWN, false, true, , Dell
0WK381V, UNKNOWN, RECTANGLE, false, true, 48.9 x 21.9 x 3.0, Dell
0XC9F3, UNKNOWN, UNKNOWN, false, true, , Ibm
0XC9F3_0XC9F3_0XC9F3, UNKNOWN, UNKNOWN, false, false, , 
0XCNR3, UNKNOWN, UNKNOWN, false, false, , 
0XD184, CUSTOM, CUSTOM, false, true, , Dell
0XRHWG, CUSTOM, RECTANGLE, false, true, , Dell
0Y06XL, PIN_7, CUSTOM, false, true, , Hp
1, CUSTOM, CUSTOM, false, true, 109.5 x 8.5 x 0.0, Microsoft
10, CUSTOM, CUSTOM, false, true, 157.6 x 4.0 x 3.0, Vaio
1001, UNKNOWN, UNKNOWN, false, false, , 
1002000011531, UNKNOWN, CUSTOM, false, true, , Genuine
1002178, CUSTOM, CUSTOM, false, false, , 
100CA, CUSTOM, CUSTOM, false, true, , Hp
100S_IDEAPAD, UNKNOWN, UNKNOWN, false, false, , 
100_SERIES, UNKNOWN, UNKNOWN, false, true, , Lenovo
101069, UNKNOWN, UNKNOWN, false, true, , E_machines
1010872903, UNKNOWN, UNKNOWN, false, false, , 
1015, UNKNOWN, UNKNOWN, false, false, , 
1016T, UNKNOWN, UNKNOWN, false, false, , 
1016T_006, UNKNOWN, UNKNOWN, false, true, , Lg
1018630, OTHER, SQUARE, false, true, , Medion
101955, CUSTOM, CUSTOM, false, true, , Gateway
102306, UNKNOWN, UNKNOWN, false, true, , Gateway
103329, UNKNOWN, UNKNOWN, false, false, , 
1034T, CUSTOM, CUSTOM, false, false, , 
1034T_003, CUSTOM, CUSTOM, false, true, , Clevo
106651, UNKNOWN, UNKNOWN, false, true, , Gateway
106_NG, CUSTOM, CUSTOM, false, false, , 
10E_SW3_013P, UNKNOWN, UNKNOWN, false, true, , Acer
10R94, UNKNOWN, UNKNOWN, false, true, , Dell
10_H010NR_TABLET, UNKNOWN, UNKNOWN, false, false, , 
11, CUSTOM, CUSTOM, false, true, 113.2 x 6.0 x 0.0, Sony
1100DB, UNKNOWN, UNKNOWN, false, true, , Other
110_FJ002, UNKNOWN, UNKNOWN, false, false, , 
1115C, UNKNOWN, UNKNOWN, false, false, , 
116314, UNKNOWN, UNKNOWN, false, false, , 
116314_001, UNKNOWN, UNKNOWN, false, true, , Compaq
11879, UNKNOWN, UNKNOWN, false, false, , 
11879_10, UNKNOWN, UNKNOWN, false, true, , Engenio
11CP3, PIN_10, CUSTOM, false, false, , 
11CP3_65, PIN_10, CUSTOM, false, false, , 
11CP3_65_100, UNKNOWN, UNKNOWN, false, false, , 
11CP3_65_100_3, UNKNOWN, UNKNOWN, false, true, , Sony
11CP3_65_114, PIN_10, CUSTOM, false, false, , 
11CP3_65_114_2, CUSTOM, CUSTOM, false, true, , Acer
11CP3_77, UNKNOWN, UNKNOWN, false, false, , 
11CP3_77_148, UNKNOWN, UNKNOWN, false, true, , Sony
11CP3_95, UNKNOWN, UNKNOWN, false, false, , 
11CP3_95_97, UNKNOWN, UNKNOWN, false, false, , 
11CP3_95_97_2, UNKNOWN, UNKNOWN, false, true, , Lenovo
11CP4, UNKNOWN, UNKNOWN, false, false, , 
11CP4_65, UNKNOWN, UNKNOWN, false, false, , 
11CP4_65_150, UNKNOWN, UNKNOWN, false, true, , Lenovo
11CP4_86, UNKNOWN, UNKNOWN, false, false, , 
11CP4_86_95, UNKNOWN, UNKNOWN, false, false, , 
11CP4_86_95_2, UNKNOWN, UNKNOWN, false, true, , Lenovo
11CP5, UNKNOWN, UNKNOWN, false, false, , 
11CP5_56, UNKNOWN, UNKNOWN, false, false, , 
11CP5_56_68, UNKNOWN, UNKNOWN, false, true, , Acer
11CP5_80_120_2, UNKNOWN, UNKNOWN, false, true, , Acer
